Batch_Date,Company,Duration
2023-01-04,Walmart,198.22705313020674
2023-01-05,Walmart,290.60349128990725
2023-01-06,Walmart,255.77733332486838
2023-01-07,Walmart,231.0568955802861
2023-01-08,Walmart,257.98491100177995
2023-01-09,Walmart,233.2148436436269
2023-01-10,Walmart,208.21344420299238
2023-01-11,Walmart,269.45307614178046
2023-01-12,Walmart,302.7969567616535
2023-01-13,Walmart,279.03353158184626
2023-01-14,Walmart,256.4127734017511
2023-01-15,Walmart,246.8046131050835
2023-01-16,Walmart,215.59604473076445
2023-01-17,Walmart,252.53603776612007
2023-01-18,Walmart,239.68398003336767
2023-01-19,Walmart,233.2369652311745
2023-01-20,Walmart,234.92454518805903
2023-01-21,Walmart,235.67970885690355
2023-01-22,Walmart,239.99995539410685
2023-01-23,Walmart,260.2571231467033
2023-01-24,Walmart,267.9385083992002
2023-01-25,Walmart,258.90083281360154
2023-01-26,Walmart,222.6988483330049
2023-01-27,Walmart,208.91577991197107
2023-01-28,Walmart,290.9796924154834
2023-01-29,Walmart,281.50219743429614
2023-01-30,Walmart,259.86477513172565
2023-01-31,Walmart,293.99704581811574
2023-02-01,Walmart,305.34572169213817
2023-02-02,Walmart,269.6151269083865
2023-02-03,Walmart,243.50664039973452
2023-02-04,Walmart,233.03532980725237
2023-02-05,Walmart,319.4013953754789
2023-02-06,Walmart,230.330242547863
2023-02-07,Walmart,266.2639573521653
2023-02-08,Walmart,282.904838458402
2023-02-09,Walmart,281.84233426170186
2023-02-10,Walmart,232.80242310919763
2023-02-11,Walmart,287.8069156006065
2023-02-12,Walmart,267.6360413485262
2023-02-13,Walmart,279.62565163938666
2023-02-14,Walmart,334.2907355578698
2023-02-15,Walmart,261.63179132738577
2023-02-16,Walmart,322.38284925088186
2023-02-17,Walmart,308.8400111959789
2023-02-18,Walmart,292.05403670275746
2023-02-19,Walmart,295.7146237996229
2023-02-20,Walmart,307.8333023076498
2023-02-21,Walmart,291.861324464333
2023-02-22,Walmart,231.6836175482398
2023-02-23,Walmart,277.5838754305183
2023-02-24,Walmart,318.5627429943497
2023-02-25,Walmart,335.76820017215806
2023-02-26,Walmart,309.81820221923886
2023-02-27,Walmart,277.0094228901367
2023-02-28,Walmart,337.90001905769924
2023-03-01,Walmart,288.6196872588438
2023-03-02,Walmart,280.827904355904
2023-03-03,Walmart,338.5203027699468
2023-03-04,Walmart,347.7325196433376
2023-03-05,Walmart,319.6985916158141
2023-03-06,Walmart,269.4140913254613
2023-03-07,Walmart,329.67609984350236
2023-03-08,Walmart,316.62874201088016
2023-03-09,Walmart,301.5811476173845
2023-03-10,Walmart,365.47000101161575
2023-03-11,Walmart,361.09710085242534
2023-03-12,Walmart,329.5763821714761
2023-03-13,Walmart,342.45820612240124
2023-03-14,Walmart,348.85642266034904
2023-03-15,Walmart,333.78977233043145
2023-03-16,Walmart,256.93726478237716
2023-03-17,Walmart,379.98362604712014
2023-03-18,Walmart,360.9742926904443
2023-03-19,Walmart,341.6508172211346
2023-03-20,Walmart,336.97058980782737
2023-03-21,Walmart,330.00806628218754
2023-03-22,Walmart,329.1839762919122
2023-03-23,Walmart,368.65949654294513
2023-03-24,Walmart,300.5418186542044
2023-03-25,Walmart,324.2230152861102
2023-03-26,Walmart,322.7557474355755
2023-03-27,Walmart,310.4127505135712
2023-03-28,Walmart,356.9752968177363
2023-03-29,Walmart,361.70114235711816
2023-03-30,Walmart,338.8578825426427
2023-03-31,Walmart,282.41455610238427
2023-04-01,Walmart,408.60307868089336
2023-04-02,Walmart,294.9559619500918
2023-04-03,Walmart,326.40154241225
2023-04-04,Walmart,430.6672876299702
2023-04-05,Walmart,360.2298195678205
2023-04-06,Walmart,349.47875568104894
2023-04-07,Walmart,344.25159228165194
2023-04-08,Walmart,357.753495422245
2023-04-09,Walmart,328.5241079079853
2023-04-10,Walmart,370.4020720810032
2023-04-11,Walmart,392.3333595663802
2023-04-12,Walmart,459.91494768281484
2023-04-13,Walmart,335.25604805448074
2023-04-14,Walmart,430.4463440112617
2023-04-15,Walmart,345.5855281823218
2023-04-16,Walmart,372.0881415638823
2023-04-17,Walmart,428.3306079850177
2023-04-18,Walmart,397.1404117303814
2023-04-19,Walmart,415.902778082842
2023-04-20,Walmart,432.93384900291306
2023-04-21,Walmart,394.1981763567621
2023-04-22,Walmart,386.23900276359785
2023-04-23,Walmart,334.8868040831504
2023-04-24,Walmart,440.28967889543765
2023-04-25,Walmart,412.494571684912
2023-04-26,Walmart,395.3450531059926
2023-04-27,Walmart,409.66684820947313
2023-04-28,Walmart,386.18683600295714
2023-04-29,Walmart,404.2964718234214
2023-04-30,Walmart,406.00078887769615
2023-01-31,Amazon,31.83797184984453
2023-02-01,Amazon,26.347668719046208
2023-02-02,Amazon,27.408404082593183
2023-02-03,Amazon,24.792084346174555
2023-02-04,Amazon,29.59559064964974
2023-02-05,Amazon,29.161742996707883
2023-02-06,Amazon,30.670868135941845
2023-02-07,Amazon,25.454655536456624
2023-02-08,Amazon,33.10703581927104
2023-02-09,Amazon,30.817651733774202
2023-02-10,Amazon,30.49994024088645
2023-02-11,Amazon,34.723291069189045
2023-02-12,Amazon,30.024722504142836
2023-02-13,Amazon,28.45331159274869
2023-02-14,Amazon,30.431317101665137
2023-02-15,Amazon,29.89690789606537
2023-02-16,Amazon,31.995427674222924
2023-02-17,Amazon,30.914949894990613
2023-02-18,Amazon,32.23735414826003
2023-02-19,Amazon,31.003553968767736
2023-02-20,Amazon,30.40855469448713
2023-02-21,Amazon,33.34035459959497
2023-02-22,Amazon,31.855552569363788
2023-02-23,Amazon,32.30903574819358
2023-02-24,Amazon,36.85221509408652
2023-02-25,Amazon,33.229569497484285
2023-02-26,Amazon,35.11067690558192
2023-02-27,Amazon,32.871769713553505
2023-02-28,Amazon,33.456373841713386
2023-03-01,Amazon,28.10992200738479
2023-03-02,Amazon,34.3995763255031
2023-03-03,Amazon,32.06002453526795
2023-03-04,Amazon,30.965811399313935
2023-03-05,Amazon,35.475887013824945
2023-03-06,Amazon,31.37780700321786
2023-03-07,Amazon,39.734446048881026
2023-03-08,Amazon,32.7748091186487
2023-03-09,Amazon,30.284441077423505
2023-03-10,Amazon,31.126679211716862
2023-03-11,Amazon,38.96306062207099
2023-03-12,Amazon,43.53227296108956
2023-03-13,Amazon,35.65676863797236
2023-03-14,Amazon,45.95304667168734
2023-03-15,Amazon,40.23006591052757
2023-03-16,Amazon,36.986095607656154
2023-03-17,Amazon,31.66838195840125
2023-03-18,Amazon,38.69944429475055
2023-03-19,Amazon,35.336042477249165
2023-03-20,Amazon,34.00799251951083
2023-03-21,Amazon,40.726111425845865
2023-03-22,Amazon,36.85361539333572
2023-03-23,Amazon,34.24555198931628
2023-03-24,Amazon,35.28856541658879
2023-03-25,Amazon,30.862998404911124
2023-03-26,Amazon,39.22826231867091
2023-03-27,Amazon,35.46284761808596
2023-03-28,Amazon,33.08232362613606
2023-03-29,Amazon,39.314122439043295
2023-03-30,Amazon,39.101735663528636
2023-03-31,Amazon,45.51319450494959
2023-04-01,Amazon,46.1349633558204
2023-04-02,Amazon,35.76931246500496
2023-04-03,Amazon,38.42669715560464
2023-04-04,Amazon,40.16377682269318
2023-04-05,Amazon,48.373388832840014
2023-04-06,Amazon,42.96505749668998
2023-04-07,Amazon,40.408618826645124
2023-04-08,Amazon,39.40221881886805
2023-04-09,Amazon,36.280479246932835
2023-04-10,Amazon,43.63263753150265
2023-04-11,Amazon,38.57835310440306
2023-04-12,Amazon,43.90849635004376
2023-04-13,Amazon,37.32826533146673
2023-04-14,Amazon,45.4221619641726
2023-04-15,Amazon,44.617495323420385
2023-04-16,Amazon,33.745036728167506
2023-04-17,Amazon,41.41692887133378
2023-04-18,Amazon,33.84053930762082
2023-04-19,Amazon,48.52373236830888
2023-04-20,Amazon,47.38416774178465
2023-04-21,Amazon,45.53815838872701
2023-04-22,Amazon,52.2301292697739
2023-04-23,Amazon,51.47770472659445
2023-04-24,Amazon,48.18193432617684
2023-04-25,Amazon,50.77314773858515
2023-04-26,Amazon,39.805592207377614
2023-04-27,Amazon,47.28272842167137
2023-04-28,Amazon,46.870276426321134
2023-04-29,Amazon,42.718350784680084
2023-04-30,Amazon,41.533191063999624
2023-01-20,Apple,223.81927318491498
2023-01-21,Apple,222.23684219533095
2023-01-22,Apple,182.7357304826079
2023-01-23,Apple,287.82570839602613
2023-01-24,Apple,245.31091356921598
2023-01-25,Apple,202.72653921775634
2023-01-26,Apple,279.1429121369168
2023-01-27,Apple,268.73388526679423
2023-01-28,Apple,226.25219610353867
2023-01-29,Apple,217.1869210041397
2023-01-30,Apple,241.6489118779773
2023-01-31,Apple,180.74401894018314
2023-02-01,Apple,219.2169181178237
2023-02-02,Apple,219.41127555041462
2023-02-03,Apple,291.0312724158531
2023-02-04,Apple,236.42102438574625
2023-02-05,Apple,234.19899196173543
2023-02-06,Apple,255.51349541240742
2023-02-07,Apple,245.48114385401618
2023-02-08,Apple,271.425485218355
2023-02-09,Apple,253.20376828910943
2023-02-10,Apple,162.7129826833384
2023-02-11,Apple,261.3179905289786
2023-02-12,Apple,238.5465095832487
2023-02-13,Apple,232.600210600429
2023-02-14,Apple,281.1383511232356
2023-02-15,Apple,241.11519070814626
2023-02-16,Apple,274.82450266034516
2023-02-17,Apple,273.7352739366843
2023-02-18,Apple,269.7731875246496
2023-02-19,Apple,270.3177435668166
2023-02-20,Apple,291.27979956021113
2023-02-21,Apple,262.15071503160016
2023-02-22,Apple,303.6166347006245
2023-02-23,Apple,309.45976411452153
2023-02-24,Apple,295.65695555834395
2023-02-25,Apple,257.9247942399935
2023-02-26,Apple,290.5287454971725
2023-02-27,Apple,263.9394811339365
2023-02-28,Apple,321.7985273726405
2023-03-01,Apple,291.31228776027774
2023-03-02,Apple,303.68944253976036
2023-03-03,Apple,316.7717209506064
2023-03-04,Apple,276.9011061163304
2023-03-05,Apple,289.390008875279
2023-03-06,Apple,352.4937561084969
2023-03-07,Apple,352.7516042902677
2023-03-08,Apple,290.34682674364797
2023-03-09,Apple,354.2139765960853
2023-03-10,Apple,338.440198872332
2023-03-11,Apple,389.3913501173772
2023-03-12,Apple,331.43557493894633
2023-03-13,Apple,383.5181604887084
2023-03-14,Apple,365.0137254387936
2023-03-15,Apple,265.5206796858546
2023-03-16,Apple,366.20179140766373
2023-03-17,Apple,349.87137402973724
2023-03-18,Apple,358.45864335427444
2023-03-19,Apple,385.07485117644586
2023-03-20,Apple,418.5598284518336
2023-03-21,Apple,414.5391765970865
2023-03-22,Apple,382.99082098004203
2023-03-23,Apple,383.4556987776256
2023-03-24,Apple,420.3723781956339
2023-03-25,Apple,445.74301252271806
2023-03-26,Apple,451.23692005482
2023-03-27,Apple,394.3665546154777
2023-03-28,Apple,476.6722862099881
2023-03-29,Apple,449.31165077306895
2023-03-30,Apple,483.75158648613524
2023-03-31,Apple,464.6196050478293
2023-04-01,Apple,453.5404309834395
2023-04-02,Apple,519.269405818774
2023-04-03,Apple,474.5340696886298
2023-04-04,Apple,528.1445861348624
2023-04-05,Apple,484.0061639916075
2023-04-06,Apple,466.23135405274326
2023-04-07,Apple,517.0677492726828
2023-04-08,Apple,505.3013847006846
2023-04-09,Apple,584.6473698345511
2023-04-10,Apple,590.8856032812398
2023-04-11,Apple,528.8138077268424
2023-04-12,Apple,569.0283566758117
2023-04-13,Apple,514.9546524933745
2023-04-14,Apple,549.2163172013313
2023-04-15,Apple,472.031407214964
2023-04-16,Apple,632.1470918924055
2023-04-17,Apple,510.16216687180037
2023-04-18,Apple,556.434526682018
2023-04-19,Apple,611.8621936576707
2023-04-20,Apple,753.3874845235596
2023-04-21,Apple,620.5283963858149
2023-04-22,Apple,661.5305985616991
2023-04-23,Apple,701.1147056521796
2023-04-24,Apple,747.4090769568454
2023-04-25,Apple,794.5102245627492
2023-04-26,Apple,479.3836802669436
2023-04-27,Apple,603.7036100162362
2023-04-28,Apple,745.257606567124
2023-04-29,Apple,672.6549053740268
2023-04-30,Apple,589.4929407866706
2023-01-26,CVS Health,57.727154634480435
2023-01-27,CVS Health,56.45677349442977
2023-01-28,CVS Health,62.98227928008901
2023-01-29,CVS Health,47.47573000417927
2023-01-30,CVS Health,59.95373993598444
2023-01-31,CVS Health,70.79076371630072
2023-02-01,CVS Health,71.5823448142238
2023-02-02,CVS Health,78.44958533666077
2023-02-03,CVS Health,66.92329950964175
2023-02-04,CVS Health,61.24899760377403
2023-02-05,CVS Health,78.68692515674077
2023-02-06,CVS Health,59.89056289979396
2023-02-07,CVS Health,69.63011625282017
2023-02-08,CVS Health,83.93503485102627
2023-02-09,CVS Health,92.36067444709808
2023-02-10,CVS Health,85.60252639782799
2023-02-11,CVS Health,95.6431985571913
2023-02-12,CVS Health,89.48599165840625
2023-02-13,CVS Health,95.7328809860154
2023-02-14,CVS Health,84.50649274606583
2023-02-15,CVS Health,109.82795188219625
2023-02-16,CVS Health,104.04165705430378
2023-02-17,CVS Health,95.61071958334803
2023-02-18,CVS Health,117.89242063213055
2023-02-19,CVS Health,120.98549566179689
2023-02-20,CVS Health,120.43019174240345
2023-02-21,CVS Health,94.40145718889048
2023-02-22,CVS Health,127.07550182243162
2023-02-23,CVS Health,110.61246818642542
2023-02-24,CVS Health,123.2525268419704
2023-02-25,CVS Health,135.7142427904815
2023-02-26,CVS Health,119.51154342239597
2023-02-27,CVS Health,122.11602048463519
2023-02-28,CVS Health,118.44666249948966
2023-03-01,CVS Health,113.0247168354604
2023-03-02,CVS Health,135.220435803997
2023-03-03,CVS Health,134.3985682641818
2023-03-04,CVS Health,122.79151536053804
2023-03-05,CVS Health,132.21766941257306
2023-03-06,CVS Health,135.1807666882303
2023-03-07,CVS Health,159.58884696329963
2023-03-08,CVS Health,117.84229097537985
2023-03-09,CVS Health,118.93801961276466
2023-03-10,CVS Health,142.46449940255218
2023-03-11,CVS Health,152.95024491534392
2023-03-12,CVS Health,150.97839263107016
2023-03-13,CVS Health,155.46564750662105
2023-03-14,CVS Health,157.20725231802712
2023-03-15,CVS Health,143.2609800671657
2023-03-16,CVS Health,141.6454673991696
2023-03-17,CVS Health,150.98730644366444
2023-03-18,CVS Health,157.0313626617304
2023-03-19,CVS Health,169.75403139998755
2023-03-20,CVS Health,183.36747510499396
2023-03-21,CVS Health,186.3878080713101
2023-03-22,CVS Health,176.75382825461165
2023-03-23,CVS Health,136.6282399613762
2023-03-24,CVS Health,217.38400877558078
2023-03-25,CVS Health,178.46437945579234
2023-03-26,CVS Health,191.64508055340448
2023-03-27,CVS Health,156.4638204153182
2023-03-28,CVS Health,193.24258805102446
2023-03-29,CVS Health,147.743122589813
2023-03-30,CVS Health,201.1271672941541
2023-03-31,CVS Health,180.15195200336493
2023-04-01,CVS Health,170.48513091067153
2023-04-02,CVS Health,190.56808605392263
2023-04-03,CVS Health,171.4348180573675
2023-04-04,CVS Health,165.36997014830376
2023-04-05,CVS Health,170.1722080648044
2023-04-06,CVS Health,218.22844578920993
2023-04-07,CVS Health,201.1070424403363
2023-04-08,CVS Health,183.55156259812424
2023-04-09,CVS Health,225.35176838612446
2023-04-10,CVS Health,184.34912051146557
2023-04-11,CVS Health,226.2061416976726
2023-04-12,CVS Health,188.48453545108003
2023-04-13,CVS Health,230.77244651024662
2023-04-14,CVS Health,247.92790663636896
2023-04-15,CVS Health,238.80782046632413
2023-04-16,CVS Health,237.22565166154453
2023-04-17,CVS Health,216.8281867918324
2023-04-18,CVS Health,198.24287557428394
2023-04-19,CVS Health,210.49397200895504
2023-04-20,CVS Health,220.72719103981976
2023-04-21,CVS Health,235.5982095153147
2023-04-22,CVS Health,216.93235434237786
2023-04-23,CVS Health,260.90509591497164
2023-04-24,CVS Health,237.84228846612638
2023-04-25,CVS Health,264.4714514439123
2023-04-26,CVS Health,211.17343595870412
2023-04-27,CVS Health,236.43724659579178
2023-04-28,CVS Health,254.23830651849295
2023-04-29,CVS Health,224.7209814039653
2023-04-30,CVS Health,264.8869564625548
2022-10-08,UnitedHealth Group,153.62265108373646
2022-10-09,UnitedHealth Group,147.88346339631357
2022-10-10,UnitedHealth Group,153.6769630979618
2022-10-11,UnitedHealth Group,159.73491585957018
2022-10-12,UnitedHealth Group,140.8378780423599
2022-10-13,UnitedHealth Group,143.0840351382246
2022-10-14,UnitedHealth Group,138.19849491048612
2022-10-15,UnitedHealth Group,167.47801474494008
2022-10-16,UnitedHealth Group,177.0906260327745
2022-10-17,UnitedHealth Group,183.66401993091685
2022-10-18,UnitedHealth Group,182.23428082046968
2022-10-19,UnitedHealth Group,176.29377524376048
2022-10-20,UnitedHealth Group,157.80057524671628
2022-10-21,UnitedHealth Group,195.40300766658814
2022-10-22,UnitedHealth Group,191.66432247326932
2022-10-23,UnitedHealth Group,209.38006634081998
2022-10-24,UnitedHealth Group,192.50791098594382
2022-10-25,UnitedHealth Group,162.3611840757895
2022-10-26,UnitedHealth Group,203.81715897541432
2022-10-27,UnitedHealth Group,168.9993159664256
2022-10-28,UnitedHealth Group,200.92617724234947
2022-10-29,UnitedHealth Group,174.81427090927167
2022-10-30,UnitedHealth Group,222.01720072126608
2022-10-31,UnitedHealth Group,233.74092283736059
2022-11-01,UnitedHealth Group,187.31710578546299
2022-11-02,UnitedHealth Group,181.51724429409833
2022-11-03,UnitedHealth Group,225.84427253758267
2022-11-04,UnitedHealth Group,197.01544150347473
2022-11-05,UnitedHealth Group,207.19183099553098
2022-11-06,UnitedHealth Group,212.7982924049167
2022-11-07,UnitedHealth Group,214.787091380659
2022-11-08,UnitedHealth Group,206.66884988489318
2022-11-09,UnitedHealth Group,262.9609013610501
2022-11-10,UnitedHealth Group,228.09945053811575
2022-11-11,UnitedHealth Group,222.32235953714246
2022-11-12,UnitedHealth Group,230.3691525516296
2022-11-13,UnitedHealth Group,239.63076430073107
2022-11-14,UnitedHealth Group,233.1934851952811
2022-11-15,UnitedHealth Group,221.49942887226126
2022-11-16,UnitedHealth Group,254.02989525194823
2022-11-17,UnitedHealth Group,257.73854517902754
2022-11-18,UnitedHealth Group,222.27563947028855
2022-11-19,UnitedHealth Group,255.0367644441481
2022-11-20,UnitedHealth Group,220.262754788436
2022-11-21,UnitedHealth Group,249.56137719996065
2022-11-22,UnitedHealth Group,281.0574217023807
2022-11-23,UnitedHealth Group,239.89332274612224
2022-11-24,UnitedHealth Group,228.37786045615312
2022-11-25,UnitedHealth Group,282.42143848323633
2022-11-26,UnitedHealth Group,244.97009358943865
2022-11-27,UnitedHealth Group,261.61915016643195
2022-11-28,UnitedHealth Group,250.17733873630667
2022-11-29,UnitedHealth Group,253.6227428846107
2022-11-30,UnitedHealth Group,255.74825116789967
2022-12-01,UnitedHealth Group,273.0213581286025
2022-12-02,UnitedHealth Group,295.7311014665896
2022-12-03,UnitedHealth Group,238.33733262781044
2022-12-04,UnitedHealth Group,313.44599124980056
2022-12-05,UnitedHealth Group,287.79746215849866
2022-12-06,UnitedHealth Group,290.51337446174006
2022-12-07,UnitedHealth Group,260.987527977037
2022-12-08,UnitedHealth Group,292.41564421839524
2022-12-09,UnitedHealth Group,247.4064158105442
2022-12-10,UnitedHealth Group,266.02997746866595
2022-12-11,UnitedHealth Group,244.3514863625833
2022-12-12,UnitedHealth Group,355.6280741704172
2022-12-13,UnitedHealth Group,331.45880959880066
2022-12-14,UnitedHealth Group,279.7019939642292
2022-12-15,UnitedHealth Group,294.4668587114991
2022-12-16,UnitedHealth Group,313.6675193277738
2022-12-17,UnitedHealth Group,330.1124043666866
2022-12-18,UnitedHealth Group,259.86851386858615
2022-12-19,UnitedHealth Group,340.132914566561
2022-12-20,UnitedHealth Group,294.6377284583473
2022-12-21,UnitedHealth Group,342.95816453921543
2022-12-22,UnitedHealth Group,352.0811823562602
2022-12-23,UnitedHealth Group,287.3968681049994
2022-12-24,UnitedHealth Group,314.3676560134483
2022-12-25,UnitedHealth Group,299.6701527841682
2022-12-26,UnitedHealth Group,285.14343135142514
2022-12-27,UnitedHealth Group,269.52436434377233
2022-12-28,UnitedHealth Group,273.9064001794319
2022-12-29,UnitedHealth Group,316.34029555247383
2022-12-30,UnitedHealth Group,362.0947156242553
2022-12-31,UnitedHealth Group,304.00762883238184
2023-01-01,UnitedHealth Group,339.86381137270587
2023-01-02,UnitedHealth Group,338.2011035428087
2023-01-03,UnitedHealth Group,309.3124447052521
2023-01-04,UnitedHealth Group,345.5891699716411
2023-01-05,UnitedHealth Group,390.27952856047983
2023-01-06,UnitedHealth Group,354.58893301231456
2023-01-07,UnitedHealth Group,333.97853810824785
2023-01-08,UnitedHealth Group,345.99085859793723
2023-01-09,UnitedHealth Group,365.25222354762184
2023-01-10,UnitedHealth Group,299.6633597199454
2023-01-11,UnitedHealth Group,395.9515107711104
2023-01-12,UnitedHealth Group,336.75393962397146
2023-01-13,UnitedHealth Group,293.812281636081
2023-01-14,UnitedHealth Group,383.64972082697784
2023-01-15,UnitedHealth Group,345.56702256719916
2023-01-16,UnitedHealth Group,392.2903654942345
2023-01-17,UnitedHealth Group,364.4722907533486
2023-01-18,UnitedHealth Group,357.5229273917835
2023-01-19,UnitedHealth Group,332.2494495786097
2023-01-20,UnitedHealth Group,412.4868758481372
2023-01-21,UnitedHealth Group,391.77168150153494
2023-01-22,UnitedHealth Group,347.2449266825455
2023-01-23,UnitedHealth Group,399.6239616406938
2023-01-24,UnitedHealth Group,321.74023037568554
2023-01-25,UnitedHealth Group,321.1687291764074
2023-01-26,UnitedHealth Group,418.3904010314573
2023-01-27,UnitedHealth Group,330.5904406620043
2023-01-28,UnitedHealth Group,344.14330021358865
2023-01-29,UnitedHealth Group,331.9090592704644
2023-01-30,UnitedHealth Group,397.23510922621057
2023-01-31,UnitedHealth Group,355.68528888700246
2023-02-01,UnitedHealth Group,389.68579524460233
2023-02-02,UnitedHealth Group,389.98967386068676
2023-02-03,UnitedHealth Group,397.8335534240409
2023-02-04,UnitedHealth Group,376.7202527915885
2023-02-05,UnitedHealth Group,445.66130759015317
2023-02-06,UnitedHealth Group,412.9192945038651
2023-02-07,UnitedHealth Group,446.4006934350127
2023-02-08,UnitedHealth Group,396.60193813506316
2023-02-09,UnitedHealth Group,419.55315032375887
2023-02-10,UnitedHealth Group,404.3836048415415
2023-02-11,UnitedHealth Group,515.744915423893
2023-02-12,UnitedHealth Group,350.50078143237573
2023-02-13,UnitedHealth Group,467.6679787191152
2023-02-14,UnitedHealth Group,420.1722061683903
2023-02-15,UnitedHealth Group,447.4501810014253
2023-02-16,UnitedHealth Group,512.7081529789963
2023-02-17,UnitedHealth Group,416.30426472966485
2023-02-18,UnitedHealth Group,441.0811465682742
2023-02-19,UnitedHealth Group,474.2998197015711
2023-02-20,UnitedHealth Group,457.3430551484612
2023-02-21,UnitedHealth Group,516.7702056687846
2023-02-22,UnitedHealth Group,488.4392610014543
2023-02-23,UnitedHealth Group,464.3014802744444
2023-02-24,UnitedHealth Group,501.637728772437
2023-02-25,UnitedHealth Group,441.1134282063909
2023-02-26,UnitedHealth Group,424.98563513986767
2023-02-27,UnitedHealth Group,469.17266063117256
2023-02-28,UnitedHealth Group,382.83508400049647
2023-03-01,UnitedHealth Group,434.6009500532559
2023-03-02,UnitedHealth Group,381.376870403627
2023-03-03,UnitedHealth Group,454.99959990133715
2023-03-04,UnitedHealth Group,397.45098151645846
2023-03-05,UnitedHealth Group,466.33785227163594
2023-03-06,UnitedHealth Group,520.2916453768229
2023-03-07,UnitedHealth Group,423.19749487829455
2023-03-08,UnitedHealth Group,443.517004629227
2023-03-09,UnitedHealth Group,391.6442216031269
2023-03-10,UnitedHealth Group,434.9537583155502
2023-03-11,UnitedHealth Group,482.1044780330497
2023-03-12,UnitedHealth Group,535.5146821355588
2023-03-13,UnitedHealth Group,475.99089141953016
2023-03-14,UnitedHealth Group,442.40325920777934
2023-03-15,UnitedHealth Group,436.2760448810461
2023-03-16,UnitedHealth Group,421.70216433063865
2023-03-17,UnitedHealth Group,466.4563533681554
2023-03-18,UnitedHealth Group,522.8389592871242
2023-03-19,UnitedHealth Group,512.3107158054551
2023-03-20,UnitedHealth Group,450.73804006909745
2023-03-21,UnitedHealth Group,491.5231763770948
2023-03-22,UnitedHealth Group,484.8452016317647
2023-03-23,UnitedHealth Group,378.8315337850038
2023-03-24,UnitedHealth Group,485.47828177189194
2023-03-25,UnitedHealth Group,574.1866453235955
2023-03-26,UnitedHealth Group,543.674839255377
2023-03-27,UnitedHealth Group,503.73180017909556
2023-03-28,UnitedHealth Group,436.82560791169476
2023-03-29,UnitedHealth Group,482.06510453996776
2023-03-30,UnitedHealth Group,494.9340032422019
2023-03-31,UnitedHealth Group,490.46590552005216
2023-04-01,UnitedHealth Group,510.66864275664767
2023-04-02,UnitedHealth Group,548.7401962594537
2023-04-03,UnitedHealth Group,486.223174425255
2023-04-04,UnitedHealth Group,557.6830711603579
2023-04-05,UnitedHealth Group,597.7331128375253
2023-04-06,UnitedHealth Group,526.0142010805183
2023-04-07,UnitedHealth Group,526.0575925757528
2023-04-08,UnitedHealth Group,495.21824520732434
2023-04-09,UnitedHealth Group,496.98578281816316
2023-04-10,UnitedHealth Group,490.100322790617
2023-04-11,UnitedHealth Group,506.3781522210566
2023-04-12,UnitedHealth Group,599.0443906505867
2023-04-13,UnitedHealth Group,496.6940304925542
2023-04-14,UnitedHealth Group,519.766163750677
